"idlqui"|"tipo"|"fec_despacho"|"importa"|"contene_nro"|"merca"|"destino"|"via"|"aduana"|"trans_emp"|"trans_condi"|"despacho_nro"|"zona"|"exportador"|"m_imponible"|"m_ajuste"|"m_factura"|"nro_factura"|"m_flete"|"m_seguro"|"m_cif"|"m_cif_ajuste"|"tc_aduana"|"moneda"|"regime"|"incotern"|"m_ttdespacho"|"m_adelanto"|"m_pagar"|"m_letra"|"observa"|"otro_nombre"|"otro_monto"|"utilidad"
24|"EXPORTACIÓN"|"2022-05-06"|"SANTA ANA TEXTIL S.A."|"-"|"PRODUCTOS TEXTILES"|"BRASIL "|"TERRESTRE"|"CAMPESTRE"|"OCACIONAL"|"F.C.L."|"22023EC01001719G"|"MERCOSUR (INTRAZONA)"|"JUSSA TECIDOS LTDA"|446132923|0|65254.64|"001-002-0000220"|0.0|0.0|65254.64|65254.64|6836.8|"GUARANÍ"|"EC01"|"FCA"|3606748|0|3606748|"TRES MILLON SEISCIENTOS SEIS MIL SETECIENTOS CUARENTA Y OCHO "|"NINGUNA"|"OTROS"|0|0.8084469479962589
23|"EXPORTACIÓN"|"2022-05-06"|"SANTA ANA TEXTIL S.A."|"-"|"HILOS"|"BRASIL "|"TERRESTRE"|"CAMPESTRE"|"OCACIONAL"|"F.C.L."|"22023EC01001717E"|"MERCOSUR (INTRAZONA)"|"ZANETTE IMPORTACAO E EXPORTACAO LTDA"|271690808|0|39739.47|"001-002-0000218"|0.0|0.0|39739.47|39739.47|6836.8|"GUARANÍ"|"EC01"|"FCA"|3257319|0|3257319|"TRES MILLON DOSCIENTOS CINCUENTA Y SIETE MIL TRECIENTOS DIECINUEVE"|"NINGUNA"|"OTROS"|0|1.1989065894345605
22|"IMPORTACIÓN"|"2022-05-04"|"PULVEMAQ SOCIEDAD ANONIMA "|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"TRANS FY"|"F.C.L."|"22005IC04008880T"|"MERCOSUR (INTRAZONA)"|"ATRIA AGRO TECNICA EIRELI - EPP"|179714492|0|24500.0|"004/22"|1550.0|245.0|26295.0|26295.0|6834.55|"GUARANÍ"|"IC04"|"EXW"|25233643|0|25233643|"VEINTE Y CINCO MILLONES DOSCIENTOS TREINTA Y TRES MIL SEISCIENTOS CUARENTA Y TRES "|"NINGUNA"|"OTROS"|0|14.040961704969236
17|"IMPORTACIÓN"|"2022-05-04"|"ELECTRO PARANA SRL"|"-"|"REPUESTOS"|"CIUDAD DEL ESTE - ALTP PARANÁ / PY."|"FLUVIAL"|"SOLUCIÓN LOGÍSTICA"|"OVIEDO LOPEZ CELINA"|"F.C.L."|"22030IC04005329M"|"EXTRAZONA"|"INDUSTRIAS SICA S.A.I.C."|76766281|0|10802.09|"002200004077"|400.0|30.0|11232.09|11232.09|6834.55|"GUARANÍ"|"IC04"|"FCA"|12109730|8475587|3634143|"TRES MILLON SEISCIENTOS TREINTA Y CUATRO MIL CIENTO CUARENTA Y TRES "|"NINGUNA"|"OTROS"|0|15.774803523437589
16|"IMPORTACIÓN"|"2022-05-03"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"TRANS FY"|"F.C.L."|"22005IC04008739W"|"MERCOSUR (INTRAZONA)"|"GERALDO N. RECKTENWALD & CIA LTDA"|311346741|0|43621.0|"011PY/2022"|1550.0|436.21|45607.21|45607.21|6826.7|"GUARANÍ"|"IC04"|"FCA"|41390090|0|41390090|"CUARENTA Y UN MILLONES TRECIENTOS NOVENTA MIL NOVENTA "|"NINGUNA"|"OTROS"|0|13.293888950647471
15|"IMPORTACIÓN"|"2022-05-03"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"TRANS FY"|"F.C.L."|"22005IC04008737U"|"MERCOSUR (INTRAZONA)"|"INDUSTRIA DE MAQUINAS E IMPLEMENTOS AGRICOLAS KF LTDA"|662928003|0|94612.0|"10/2022"|1550.0|946.12|97108.12|97108.12|6826.7|"GUARANÍ"|"IC04"|"EXW"|82375784|0|82375784|"OCHENTA Y DOS MILLONES TRECIENTOS SETENTA Y CINCO MIL SETECIENTOS OCHENTA Y CUATRO "|"NINGUNA"|"OTROS"|0|12.426052848456909
14|"IMPORTACIÓN"|"2022-04-28"|"REFRINAR S.R.L."|"-"|"PANEL FRIGORIFICOS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"SALTO DEL GUAIRÁ"|"REMPEL & PILATTI LTDA "|"F.C.L."|"22009IC04000587T"|"MERCOSUR (INTRAZONA)"|"KINGSPAN ISOESTE CONSTRUTIVOS ISOTERMICOS S/A"|116834924|0|16400.14|"KV223287/KV241972"|500.0|164.0|17064.14|17064.14|6846.81|"GUARANÍ"|"IC04"|"FCA"|21683266|12913596|8769670|"OCHO MILLON SETECIENTOS SESENTA Y NUEVE MIL SEISCIENTOS SETENTA "|"NINGUNA"|"OTROS"|0|18.55889083301839
11|"IMPORTACIÓN"|"2022-04-26"|"REFRINAR S.R.L."|"-"|"PRODUCTOS TEXTILES"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"OCACIONAL"|"F.C.L."|"22005IC04008254Y"|"MERCOSUR (INTRAZONA)"|"MIPAL INDUSTRIA DE EVAPORADORES LTDA"|133798173|0|17458.0|"MP-009-022"|1900.0|174.58|19532.58|19532.58|6850.0|"GUARANÍ"|"IC04"|"EXW"|18880559|14662188|4218371|"CUATRO MILLON DOSCIENTOS DIECIOCHO MIL TRECIENTOS SETENTA Y UN "|"NINGUNA"|"OTROS"|0|14.111223327391773
10|"IMPORTACIÓN"|"2022-04-27"|"REFRINAR S.R.L."|"-"|"REPUESTOS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"TRANSLIBERDADE LOGISTICA S.A."|"F.C.L."|"22005IC04008374R"|"MERCOSUR (INTRAZONA)"|"ELECTROLUX DO BRASIL S/A"|71622915|100|9292.97|"WDSJ00645-22"|970.0|92.93|10355.9|10455.9|6850.0|"GUARANÍ"|"IC04"|"FCA"|12333922|9365811|2968111|"DOS MILLON NOVECIENTOS SESENTA Y OCHO MIL CIENTO ONCE "|"NINGUNA"|"OTROS"|0|17.22063671940747
6|"IMPORTACIÓN"|"2022-04-26"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"TRANS FY"|"L.C.L."|"22005IM04000192R"|"MERCOSUR (INTRAZONA)"|"INDUSTRIA DE MAQUINAS E IMPLEMENTOS AGRICOLAS KF LTDA"|11779876|0|942.48|"09/2022"|775.0|9.42|1726.9|1726.9|6821.4|"GUARANÍ"|"IM04"|"EXW"|4474051|0|4474051|"CUATRO MILLON CUATROCIENTOS SETENTA Y CUATRO MIL CINCUENTA Y UN "|"NINGUNA"|"OTROS"|0|37.98045921705797
5|"IMPORTACIÓN"|"2022-04-26"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"TRANS FY"|"L.C.L."|"22005IC04008320X"|"MERCOSUR (INTRAZONA)"|"INDUSTRIA DE MAQUINAS E IMPLEMENTOS AGRICOLAS KF LTDA"|633619382|0|91200.0|"08/2022"|775.0|912.0|92887.0|92887.0|6821.4|"GUARANÍ"|"IC04"|"EXW"|78656671|0|78656671|"SETENTA Y OCHO MILLONES SEISCIENTOS CINCUENTA Y SEIS MIL SEISCIENTOS SETENTA Y UN "|"NINGUNA"|"OTROS"|0|12.413867573261829
